date,product_line,width,height,length_gusset,ship_via,skus,total_quantity,price,material_front_id,material_back_id,num_colors,printing_method,zipper_type,options,customer,salesperson,project,Factory,terms_conditions,item_#,cfmd_skus
Dec 24 2024,Secure Sack CR Bags,3.62,5.86,1.5,Air,1,500000,0.269,3598163000021909095,3598163000021909095,5,Digital,Child Resistant - Open,"Tear Notch,With 8 warning health messages",The Cronos Group,Chris Bromley,Cronos New Window CR Pouch,China Digital,"DDP Cust Whse

w/ Soft Touch PE",QRE-08019-02-3.62x5.86x1.50-AIR,
Dec 24 2024,Secure Sack CR Bags,3.62,5.86,1.5,Air,3,500000,0.277,3598163000021909095,3598163000021909095,5,Digital,Child Resistant - Open,"Tear Notch,With 8 warning health messages",The Cronos Group,Chris Bromley,Cronos New Window CR Pouch,China Digital,"DDP Cust Whse

w/ Soft Touch PE",QRE-08019-04-3.62x5.86x1.50-AIR,
Dec 24 2024,Secure Sack CR Bags,3.62,5.86,1.5,Air,5,500000,0.284,3598163000021909095,3598163000021909095,5,Digital,Child Resistant - Open,"Tear Notch,With 8 warning health messages",The Cronos Group,Chris Bromley,Cronos New Window CR Pouch,China Digital,"DDP Cust Whse

w/ Soft Touch PE",QRE-08019-06-3.62x5.86x1.50-AIR,
Dec 24 2024,Secure Sack CR Bags,3.62,5.86,1.5,Air,3,500000,0.277,3598163000021909095,3598163000021909095,5,Digital,Child Resistant - Open,Tear Notch,The Cronos Group,Chris Bromley,Cronos New Window CR Pouch,China Digital,"DDP Cust Whse

w/ Soft Touch PE",QRE-08019-08-3.62x5.86x1.50-AIR,
May 09 2024,Secure Sack CR Bags,3.62,5.86,1.5,Sea,1,500000,0.088,3598163000004503787,3598163000004503787,4,Rotogravure,Child Resistant - Open,"Tear Notch,White Knockout",Klutch Cannabis,Ryan Holmes,Klutch Eighth Bags Reorder,China,"DDP Cust Whse

Please note there is additional $430 cost for the special gold Ink being used.",QRE-06815-01-3.62x5.86x1.50-SEA,SC-362586KT-FSO-SEA-051324124315 - 500000 - May 15 2024
Mar 13 2024,Secure Sack CR Bags,3.62,5.86,1.5,Sea,9,500000,0.173,3598163000024883343,3598163000024883343,5,Digital,Child Resistant - Open,"Hang Hole-Round,Tear Notch",Naturae New York Cannabis,Paul Sevigny,Jaunty custom gummie,China Digital,DDP Cust Whse,QRE-06543-2-3.62x5.86x1.50-SEA,
Mar 13 2024,Secure Sack CR Bags,3.62,5.86,1.5,Air,9,500000,0.153,3598163000024883343,3598163000024883343,5,Rotogravure,Child Resistant - Open,"Hang Hole-Round,Tear Notch",Naturae New York Cannabis,Paul Sevigny,Jaunty custom gummie,China Digital,DDP Cust Whse,QRE-06543-2-3.62x5.86x1.50-AIR,
Mar 13 2024,Secure Sack CR Bags,3.62,5.86,1.5,Air,9,500000,0.191,3598163000024883343,3598163000024883343,5,Digital,Child Resistant - Open,"Hang Hole-Round,Tear Notch",Naturae New York Cannabis,Paul Sevigny,Jaunty custom gummie,China Digital,DDP Cust Whse,QRE-06543-2-3.62x5.86x1.50-AIR,
Mar 13 2024,Secure Sack CR Bags,3.62,5.86,1.5,Sea,9,500000,0.119,3598163000024883343,3598163000024883343,5,Rotogravure,Child Resistant - Open,"Hang Hole-Round,Tear Notch",Naturae New York Cannabis,Paul Sevigny,Jaunty custom gummie,China Digital,DDP Cust Whse,QRE-06543-2-3.62x5.86x1.50-SEA,
Feb 11 2025,Secure Sack CR Bags,3.62,5.86,2,Air,1,5000,0.295,3598163000008154725,3598163000008154725,5,Digital,Child Resistant - Open,"Tear Notch,With 8 warning health messages",Rayn Cultivation,Chris Bromley,Tical The Method 7g Pouch,China Digital,DDP Cust Whse,QRE-08239-02-3.62x5.86x2.00-AIR,
Feb 11 2025,Secure Sack CR Bags,3.62,5.86,2,Air,1,5000,0.367,3598163000004503782,3598163000004503782,5,Rotogravure,Child Resistant - Open,"Tear Notch,With 8 warning health messages",Rayn Cultivation,Chris Bromley,Tical The Method 7g Pouch,China,DDP Cust Whse,QRE-08248-02-3.62x5.86x2.00-AIR,
Feb 11 2025,Secure Sack CR Bags,3.62,5.86,2,Air,1,10000,0.225,3598163000004503782,3598163000004503782,5,Rotogravure,Child Resistant - Open,"Tear Notch,With 8 warning health messages",Rayn Cultivation,Chris Bromley,Tical The Method 7g Pouch,China,DDP Cust Whse,QRE-08248-02-3.62x5.86x2.00-AIR,
Feb 11 2025,Secure Sack CR Bags,3.62,5.86,2,Air,1,10000,0.231,3598163000008154725,3598163000008154725,5,Digital,Child Resistant - Open,"Tear Notch,With 8 warning health messages",Rayn Cultivation,Chris Bromley,Tical The Method 7g Pouch,China Digital,DDP Cust Whse,QRE-08239-02-3.62x5.86x2.00-AIR,
May 23 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,10000,0.18,3598163000004503777,3598163000021408062,3,Rotogravure,Child Resistant - Open,"Hang Hole-Round,Tear Notch",The Cannabist Company,Paul Sevigny,Seed and Strain3_5 DE Reorder 05-22-24,China,DDP Cust Whse,QRE-06904-01-3.62x5.86x2.00-AIR,
Nov 04 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,15000,0.174,3598163000004503777,3598163000004503757,3,Rotogravure,Child Resistant - Open,"Hang Hole-Round,Tear Notch",The Cannabist Company,Paul Sevigny,Seed and Strain3_5 DE Reorder111-01-24,China,"DDP Cust Whse
Special Ink $250",QRE-07726-01-3.62x5.86x2.00-AIR,"SC-362586COESA-DE-AIR-110424020409 - 15000 - Nov 04 2024,SC-362586COESA-DE-AIR-1127240640241 - 10000 - Nov 05 2024,SC-362586COESA-DE-AIR-1127240640242 - 5000 - Nov 05 2024"
May 23 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,15000,0.165,3598163000004503777,3598163000021408062,3,Rotogravure,Child Resistant - Open,"Hang Hole-Round,Tear Notch",The Cannabist Company,Paul Sevigny,Seed and Strain3_5 DE Reorder 05-22-24,China,DDP Cust Whse,QRE-06904-01-3.62x5.86x2.00-AIR,SC-362586COESA-DE-AIR-052824083551 - 15000 - May 28 2024
Apr 24 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,15000,0.165,3598163000004503777,3598163000021408062,5,Rotogravure,Child Resistant - Open,"Hang Hole-Round,Tear Notch",The Cannabist Company,Paul Sevigny,Seed and Strain3_5 DE Reorder 04-23-24,China,"DDP Cust Whse
$250 Special Ink",QRE-06732-01-3.62x5.86x2.00-AIR,SC-362586COESA-DE-AIR-042624013456 - 15000 - Apr 26 2024
May 23 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,20000,0.15,3598163000004503777,3598163000021408062,3,Rotogravure,Child Resistant - Open,"Hang Hole-Round,Tear Notch",The Cannabist Company,Paul Sevigny,Seed and Strain3_5 DE Reorder 05-22-24,China,DDP Cust Whse,QRE-06904-01-3.62x5.86x2.00-AIR,
Feb 26 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,1,20000,0.167,3598163000004503807,3598163000004503787,7,Rotogravure,Child Resistant - Open,Tear Notch,The Herbal Counter,Paul Sevigny,8th and Quarter Reorder 02-23-24,China,"DDP Cust Whse
5 new plates required (5 x $180 = $900)",QRE-06443-1-3.62x5.86x2.00-SEA,
Feb 26 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,20000,0.191,3598163000004503807,3598163000004503787,7,Rotogravure,Child Resistant - Open,Tear Notch,The Herbal Counter,Paul Sevigny,8th and Quarter Reorder 02-23-24,China,"DDP Cust Whse
5 new plates required (5 x $180 = $900)",QRE-06443-1-3.62x5.86x2.00-AIR,
Jan 16 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,20000,0.227,3598163000008154723,3598163000008154715,5,Digital,Child Resistant - Open,"Hang Hole-Round,Tear Notch",The Cannabist Company,Paul Sevigny,CC_Classix_eighth 01-08-24,China Digital,DDP Cust Whse,QRE-06208-1-3.62x5.86x2.00-AIR,SC-362586COFLW3.5-DE-AIR-011724104344 - 20000 - Jan 18 2024
Jan 02 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,25000,0.203,3598163000004503782,3598163000004503782,8,Rotogravure,Child Resistant - Open,"Tear Notch,With 8 warning health messages",Boxcar Craft Cannabis,Chris Bromley,Product Launch Planning,China,DDP Cust Whse,QRE-06144-2-3.62x5.86x2.00-AIR,
Feb 28 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,1,40000,0.138,3598163000004503807,3598163000004503787,7,Rotogravure,Child Resistant - Open,Tear Notch,The Herbal Counter,Paul Sevigny,8th and Quarter Reorder 02-23-24,China,"DDP Cust Whse

5 new plates required (5 x $180 = $900)",QRE-06463-1-3.62x5.86x2.00-SEA,
Feb 28 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,40000,0.172,3598163000004503807,3598163000004503787,7,Rotogravure,Child Resistant - Open,Tear Notch,The Herbal Counter,Paul Sevigny,8th and Quarter Reorder 02-23-24,China,"DDP Cust Whse

5 new plates required (5 x $180 = $900)",QRE-06463-1-3.62x5.86x2.00-AIR,
Jan 02 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,50000,0.194,3598163000004503782,3598163000004503782,8,Rotogravure,Child Resistant - Open,"Tear Notch,With 8 warning health messages",Boxcar Craft Cannabis,Chris Bromley,Product Launch Planning,China,DDP Cust Whse,QRE-06144-2-3.62x5.86x2.00-AIR,
Jan 02 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,1,50000,0.156,3598163000004503782,3598163000004503782,8,Rotogravure,Child Resistant - Open,"Tear Notch,With 8 warning health messages",Boxcar Craft Cannabis,Chris Bromley,Product Launch Planning,China,DDP Cust Whse,QRE-06144-2-3.62x5.86x2.00-SEA,
Feb 29 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,70000,0.161,3598163000004503807,3598163000004503787,7,Rotogravure,Child Resistant - Open,Tear Notch,The Herbal Counter,Paul Sevigny,8th and Quarter Reorder 02-23-24,China,"DDP Cust Whse

5 new plates required (5 x $180 = $900)",QRE-06473-1-3.62x5.86x2.00-AIR,
Feb 29 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,1,70000,0.121,3598163000004503807,3598163000004503787,7,Rotogravure,Child Resistant - Open,Tear Notch,The Herbal Counter,Paul Sevigny,8th and Quarter Reorder 02-23-24,China,"DDP Cust Whse

5 new plates required (5 x $180 = $900)",QRE-06473-1-3.62x5.86x2.00-SEA,SC-362586THC-SEA-030424091017 - 70000 - Mar 05 2024
Apr 12 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,75000,0.191,3598163000008154725,3598163000008154725,5,Digital,Child Resistant - Open,"Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,RAD Extracts,China Digital,DDP Cust Whse,QRE-06646-1-3.62x5.86x2.00-AIR,
Jan 02 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,1,75000,0.144,3598163000004503782,3598163000004503782,8,Rotogravure,Child Resistant - Open,"Tear Notch,With 8 warning health messages",Boxcar Craft Cannabis,Chris Bromley,Product Launch Planning,China,DDP Cust Whse,QRE-06144-2-3.62x5.86x2.00-SEA,
Jan 02 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,75000,0.187,3598163000004503782,3598163000004503782,8,Rotogravure,Child Resistant - Open,"Tear Notch,With 8 warning health messages",Boxcar Craft Cannabis,Chris Bromley,Product Launch Planning,China,DDP Cust Whse,QRE-06144-2-3.62x5.86x2.00-AIR,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Air,8,100000,0.168,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-04-3.62x5.86x2.00-AIR,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,1,100000,0.1,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-01-3.62x5.86x2.00-SEA,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,2,100000,0.104,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-02-3.62x5.86x2.00-SEA,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,4,100000,0.112,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-03-3.62x5.86x2.00-SEA,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,8,100000,0.149,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-04-3.62x5.86x2.00-SEA,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,100000,0.138,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-01-3.62x5.86x2.00-AIR,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Air,2,100000,0.141,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-02-3.62x5.86x2.00-AIR,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Air,4,100000,0.145,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-03-3.62x5.86x2.00-AIR,
Jan 02 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,1,100000,0.136,3598163000004503782,3598163000004503782,8,Rotogravure,Child Resistant - Open,"Tear Notch,With 8 warning health messages",Boxcar Craft Cannabis,Chris Bromley,Product Launch Planning,China,DDP Cust Whse,QRE-06144-2-3.62x5.86x2.00-SEA,
Jan 02 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,100000,0.182,3598163000004503782,3598163000004503782,8,Rotogravure,Child Resistant - Open,"Tear Notch,With 8 warning health messages",Boxcar Craft Cannabis,Chris Bromley,Product Launch Planning,China,DDP Cust Whse,QRE-06144-2-3.62x5.86x2.00-AIR,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Air,2,250000,0.132,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-02-3.62x5.86x2.00-AIR,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Air,4,250000,0.138,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-03-3.62x5.86x2.00-AIR,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Air,8,250000,0.145,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-04-3.62x5.86x2.00-AIR,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,1,250000,0.087,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-01-3.62x5.86x2.00-SEA,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,2,250000,0.09,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-02-3.62x5.86x2.00-SEA,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,4,250000,0.1,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-03-3.62x5.86x2.00-SEA,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,8,250000,0.112,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-04-3.62x5.86x2.00-SEA,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,250000,0.13,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-01-3.62x5.86x2.00-AIR,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Air,1,500000,0.126,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-01-3.62x5.86x2.00-AIR,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Air,2,500000,0.127,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-02-3.62x5.86x2.00-AIR,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Air,4,500000,0.13,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-03-3.62x5.86x2.00-AIR,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Air,8,500000,0.133,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-04-3.62x5.86x2.00-AIR,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,1,500000,0.073,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-01-3.62x5.86x2.00-SEA,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,2,500000,0.076,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-02-3.62x5.86x2.00-SEA,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,4,500000,0.08,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-03-3.62x5.86x2.00-SEA,
Aug 09 2024,Secure Sack CR Bags,3.62,5.86,2,Sea,8,500000,0.085,3598163000017219765,3598163000017219765,5,Rotogravure,Child Resistant - Open,"Round Corners,Tear Notch,With 8 warning health messages",Heritage Cannabis,Chris Bromley,Pricing Review 3.62 x 5.86,China Digital,DDP Cust Whse,QRE-07279-04-3.62x5.86x2.00-SEA,
Jan 07 2025,Secure Sack CR Bags,3.62,6.36,0,Air,1,20000,0.18,3598163000004503807,3598163000004503787,6,Rotogravure,Child Resistant - Open,"Hang Hole-Round,Tear Notch,Vape Cart Heat Seal",Klutch Cannabis,Ryan Holmes,Klutch Larger Vape Locker Bag,China,DDP Cust Whse,QRE-08062-01-3.62x6.36x0.00-AIR,SC-362636KLKLV-AIR-01172510504412 - 20000 -  
Jan 07 2025,Secure Sack CR Bags,3.62,6.36,0,Air,1,20000,0.293,3598163000024141014,3598163000040008432,5,Digital,Child Resistant - Open,"Hang Hole-Round,Tear Notch,Vape Cart Heat Seal",Klutch Cannabis,Ryan Holmes,Klutch Larger Vape Locker Bag,China Digital,DDP Cust Whse,QRE-08063-01-3.62x6.36x0.00-AIR,
Jun 17 2024,Secure Sack CR Bags,3.62,6.75,0,Air,1,2000,1.024,3598163000024141014,3598163000018010209,5,Digital,Child Resistant - Closed,"Tear Notch,Top Sealed Bottom Open,With 8 warning health messages,Interior Print,Vape Cart Heat Seal",Nostrum Biopharm Inc.,Chris Bromley,Rose Gold Vape Pen Pouch,China Digital,DDP Cust Whse,QRE-07011-03-3.62x6.75x0.00-AIR,
Jun 17 2024,Secure Sack CR Bags,3.62,6.75,0,Air,1,2000,0.776,3598163000024141014,3598163000018010209,5,Digital,Child Resistant - Closed,"Tear Notch,Top Sealed Bottom Open,With 8 warning health messages,Vape Cart Heat Seal",Nostrum Biopharm Inc.,Chris Bromley,Rose Gold Vape Pen Pouch,China Digital,DDP Cust Whse,QRE-07011-01-3.62x6.75x0.00-AIR,
Jun 17 2024,Secure Sack CR Bags,3.62,6.75,0,Air,1,3000,0.813,3598163000024141014,3598163000018010209,5,Digital,Child Resistant - Closed,"Tear Notch,Top Sealed Bottom Open,With 8 warning health messages,Interior Print,Vape Cart Heat Seal",Nostrum Biopharm Inc.,Chris Bromley,Rose Gold Vape Pen Pouch,China Digital,DDP Cust Whse,QRE-07011-03-3.62x6.75x0.00-AIR,
Jun 17 2024,Secure Sack CR Bags,3.62,6.75,0,Air,1,3000,0.61,3598163000024141014,3598163000018010209,5,Digital,Child Resistant - Closed,"Tear Notch,Top Sealed Bottom Open,With 8 warning health messages,Vape Cart Heat Seal",Nostrum Biopharm Inc.,Chris Bromley,Rose Gold Vape Pen Pouch,China Digital,DDP Cust Whse,QRE-07011-01-3.62x6.75x0.00-AIR,
Jun 17 2024,Secure Sack CR Bags,3.62,6.75,0,Air,1,5000,0.474,3598163000024141014,3598163000018010209,5,Digital,Child Resistant - Closed,"Tear Notch,Top Sealed Bottom Open,With 8 warning health messages,Vape Cart Heat Seal",Nostrum Biopharm Inc.,Chris Bromley,Rose Gold Vape Pen Pouch,China Digital,DDP Cust Whse,QRE-07011-01-3.62x6.75x0.00-AIR,
Jun 17 2024,Secure Sack CR Bags,3.62,6.75,0,Air,1,5000,0.633,3598163000024141014,3598163000018010209,5,Digital,Child Resistant - Closed,"Tear Notch,Top Sealed Bottom Open,With 8 warning health messages,Interior Print,Vape Cart Heat Seal",Nostrum Biopharm Inc.,Chris Bromley,Rose Gold Vape Pen Pouch,China Digital,DDP Cust Whse,QRE-07011-03-3.62x6.75x0.00-AIR,
Jun 17 2024,Secure Sack CR Bags,3.62,6.75,0,Air,1,10000,0.331,3598163000024141014,3598163000018010209,5,Digital,Child Resistant - Closed,"Tear Notch,Top Sealed Bottom Open,With 8 warning health messages,Vape Cart Heat Seal",Nostrum Biopharm Inc.,Chris Bromley,Rose Gold Vape Pen Pouch,China Digital,DDP Cust Whse,QRE-07011-01-3.62x6.75x0.00-AIR,
Jun 17 2024,Secure Sack CR Bags,3.62,6.75,0,Air,1,10000,0.422,3598163000024141014,3598163000018010209,5,Digital,Child Resistant - Closed,"Tear Notch,Top Sealed Bottom Open,With 8 warning health messages,Interior Print,Vape Cart Heat Seal",Nostrum Biopharm Inc.,Chris Bromley,Rose Gold Vape Pen Pouch,China Digital,DDP Cust Whse,QRE-07011-03-3.62x6.75x0.00-AIR,
Jan 23 2024,Secure Sack CR Bags,3.62,6.86,0,Air,1,1000,1.06,3598163000024141014,3598163000019290135,5,Digital,Child Resistant - Open,"Tear Notch,Vape Cart Heat Seal",Boojum Group,Jordan Weiser,Vape Pouches,China Digital,"DDP Cust Whse
1G vape pouch",QRE-06247-2-3.62x6.86x0.00-AIR,
Jan 23 2024,Secure Sack CR Bags,3.62,6.86,0,Air,1,1000,1.585,3598163000018010213,3598163000018010209,5,Rotogravure,Child Resistant - Open,"Tear Notch,Vape Cart Heat Seal",Boojum Group,Jordan Weiser,Vape Pouches,China Digital,"DDP Cust Whse
1G vape pouch",QRE-06247-4-3.62x6.86x0.00-AIR,
Jan 23 2024,Secure Sack CR Bags,3.62,6.86,0,Air,1,1000,1.06,3598163000024141014,3598163000019290135,5,Digital,Child Resistant - Open,"Tear Notch,Vape Cart Heat Seal","Wheelhouse Growers, LLC",Jordan Weiser,Wheelhouse Vape Pouches,China Digital,DDP Cust Whse,QRE-06248-2-3.62x6.86x0.00-AIR,
Jan 23 2024,Secure Sack CR Bags,3.62,6.86,0,Air,1,1000,1.585,3598163000018010213,3598163000018010209,5,Rotogravure,Child Resistant - Open,"Tear Notch,Vape Cart Heat Seal","Wheelhouse Growers, LLC",Jordan Weiser,Wheelhouse Vape Pouches,China Digital,DDP Cust Whse,QRE-06248-4-3.62x6.86x0.00-AIR,
Jan 23 2024,Secure Sack CR Bags,3.62,6.86,0,Air,1,2000,0.654,3598163000024141014,3598163000019290135,5,Digital,Child Resistant - Open,"Tear Notch,Vape Cart Heat Seal",Boojum Group,Jordan Weiser,Vape Pouches,China Digital,"DDP Cust Whse
1G vape pouch",QRE-06247-2-3.62x6.86x0.00-AIR,
Jan 23 2024,Secure Sack CR Bags,3.62,6.86,0,Air,1,2000,0.872,3598163000018010213,3598163000018010209,5,Rotogravure,Child Resistant - Open,"Tear Notch,Vape Cart Heat Seal",Boojum Group,Jordan Weiser,Vape Pouches,China Digital,"DDP Cust Whse
1G vape pouch",QRE-06247-4-3.62x6.86x0.00-AIR,
Jan 23 2024,Secure Sack CR Bags,3.62,6.86,0,Air,1,2000,0.654,3598163000024141014,3598163000019290135,5,Digital,Child Resistant - Open,"Tear Notch,Vape Cart Heat Seal","Wheelhouse Growers, LLC",Jordan Weiser,Wheelhouse Vape Pouches,China Digital,DDP Cust Whse,QRE-06248-2-3.62x6.86x0.00-AIR,
Jan 23 2024,Secure Sack CR Bags,3.62,6.86,0,Air,1,2000,0.872,3598163000018010213,3598163000018010209,5,Rotogravure,Child Resistant - Open,"Tear Notch,Vape Cart Heat Seal","Wheelhouse Growers, LLC",Jordan Weiser,Wheelhouse Vape Pouches,China Digital,DDP Cust Whse,QRE-06248-4-3.62x6.86x0.00-AIR,
Jan 23 2024,Secure Sack CR Bags,3.62,6.86,0,Air,1,4000,0.508,3598163000018010213,3598163000018010209,5,Rotogravure,Child Resistant - Open,"Tear Notch,Vape Cart Heat Seal","Wheelhouse Growers, LLC",Jordan Weiser,Wheelhouse Vape Pouches,China Digital,DDP Cust Whse,QRE-06248-4-3.62x6.86x0.00-AIR,
